surface,chambres,distance_centre,annee_construction,prix
117,5,19.389016909913607,1982,289046
101,1,3.0570342678794296,2004,316328
49,3,8.377355844413563,1964,165030
98,3,11.493739702949021,1990,279244
110,4,14.702307295188893,2021,325204
198,2,2.3238136195691284,2012,672164
71,3,5.0606988290462125,2021,247901
185,3,9.027614925947868,2000,616064
98,5,29.174448036130467,2016,191424
49,5,10.609063205988472,2020,177719
125,1,14.979190685250394,2016,301061
70,4,6.686833669413395,2019,236766
100,1,18.71262206119728,2013,205620
152,5,9.139813249963256,1965,476781
48,2,7.002784774714376,1996,124228
151,5,15.980606224933393,2016,450935
157,4,1.1596681756522038,1969,553294
164,5,1.2222569468275344,1999,612357
93,4,7.352995463953875,1966,291697
36,4,2.0649195125238133,1998,157528
103,4,4.13274686979005,1997,355579
88,4,10.826958830823797,1980,289243
53,4,24.27498470781457,2020,40364
25,2,17.589410657709724,1979,-13951
72,1,15.867364052736075,1962,129852
145,3,9.511175873035528,2010,455485
62,1,28.020857863551676,1981,35089
134,4,12.513436195878558,2006,421726
130,2,3.5256902370773733,1963,456152
170,5,18.894928967416238,1987,468319
99,2,4.301313410821441,1971,305210
114,4,11.011471141249071,1997,365758
137,2,15.714946222816458,2010,362451
163,2,26.3524532158701,2022,405493
27,4,15.312850829863441,1995,48231
151,2,21.365504214918264,2006,344384
123,3,29.79168833097304,2000,185530
151,3,4.813184477041467,1964,490129
44,2,8.967214240066067,1972,103279
115,5,12.442706192331746,1982,360733
174,4,13.23301717762611,2017,563649
112,3,12.919611182700827,2009,346125
179,5,27.320719074140094,1989,432156
197,2,21.706946689538835,2021,491368
80,5,18.629251208630407,1996,175283
141,1,9.97180881802068,1984,383689
70,3,24.889921142417545,2007,86045
166,2,28.69675483306468,1986,350727
40,4,24.81475019395657,2010,-1537
24,2,1.0453880505527142,1973,110544
111,4,19.455639735318805,2016,294795
189,2,2.482926061820921,2021,648303
80,5,8.470609389677934,2007,264162
41,5,2.7262163100853787,2018,222746
168,5,18.510068135532244,2006,529144
89,1,20.9111074912856,2013,163929
20,4,4.320141503911248,1995,47877
152,5,12.131327608304405,1998,508166
31,1,14.230858759710719,1975,-6201
109,4,11.702537631066582,2015,387993
65,2,4.5097250140705984,1981,214749
53,1,13.149485915436786,1980,55710
196,3,22.784163386444124,2013,475132
97,1,3.0592222714644084,1980,341721
64,1,3.3252204083752,1967,218816
174,4,11.288367463243542,2008,595013
92,2,28.310045636948825,1975,105638
45,3,20.388606754964506,2018,53760
66,5,20.68142874350438,2014,140094
140,5,11.495679734298085,1990,432868
75,1,18.216162945047614,2001,121922
113,4,1.293804336804558,1969,420098
126,4,19.446785345876723,1991,306247
82,5,27.485321479710866,2018,113131
67,3,18.764630581999757,1993,128980
80,2,26.337259210524007,2022,88978
100,3,21.99521860851672,2021,154749
45,2,4.496194075707017,1968,153081
55,5,27.17114591128941,1976,19469
20,2,2.926871486317472,1970,88820
27,4,16.48505670388515,1991,42776
132,1,5.121976590010272,1969,406595
118,1,1.339491711196218,1981,442320
199,5,13.23899354370153,2016,631127
66,4,9.55618052197053,1976,197037
146,3,15.094014320130487,1963,406621
75,4,17.738796715301973,2007,180480
33,1,2.2684330969594733,2011,151162
47,1,4.5670955585886235,2006,126487
97,4,17.200629497062334,1984,219751
149,4,10.951853242007088,2018,493501
128,1,22.146031138933992,1980,234135
173,3,19.91645780916625,1996,469450
33,5,25.5225265267073,1997,2319
75,5,21.082291973407532,2008,156451
134,4,13.468001244314296,1960,388399
26,5,20.51603204943854,2022,379
22,1,8.986054053407138,1984,5513
130,1,9.883091464568167,2010,372191
170,4,23.880569637703005,1995,432033
126,4,13.946165975645883,1976,353557
37,4,24.15302987503222,2000,13838
57,3,24.850248836380075,2022,67367
134,5,25.869307792177228,1983,338932
34,4,27.58242183939501,1961,-53265
138,2,13.498571394885591,1999,407002
47,2,10.247137731313027,1974,123837
58,1,17.8837636512293,1991,118909
36,5,11.7640002796912,1998,112542
105,4,18.431150837206754,2018,269143
145,2,21.461990016670914,1965,349957
63,5,20.96374553627197,1960,116598
44,1,11.862033723583519,2006,109536
164,3,5.8389458492638315,1982,548424
32,5,13.485350815404018,2017,55881
44,5,5.135230178375354,1998,201244
87,3,26.812814020330443,2020,145121
157,5,11.030446361397864,2021,522318
86,1,5.47933266947639,2016,271720
128,1,1.7379850372667756,1976,386853
165,3,19.728849202308044,1993,449152
130,4,19.470167206187554,2018,356714
130,2,10.877520830857458,2000,401018
53,4,3.0796447765818793,1988,188187
130,5,12.879237951961729,1968,402108
27,2,10.025307356838415,1972,37504
187,3,20.63649855231527,1965,483683
132,3,18.56759823412802,1965,316896
102,2,11.57321811772866,1979,284186
61,1,7.318884073394713,2011,173891
188,2,29.653043018512165,2012,399337
120,5,14.166047014687331,1962,348400
25,1,20.959952837626876,1976,-68963
199,3,5.076036059772463,2022,670523
45,2,15.082101290122536,2008,13586
83,4,1.798564876214499,1971,330364
78,4,15.658198419403048,2007,201541
128,5,28.956504806413367,2006,248984
140,4,12.141994676588206,2004,451315
52,2,2.1308843646724362,2014,219080
169,2,1.8977179366609622,1960,549071
40,4,12.251616038459215,1976,74943
89,2,5.640723157432627,1962,274234
131,5,1.6772107935173914,1985,495744
23,1,22.93019480455513,1974,-69354
113,5,14.297167257574829,1995,330847
94,5,9.38809838720698,1991,340093
81,2,27.10241230747794,1991,77075
113,1,4.368029845815243,1963,316239
114,2,28.721646039704257,1977,150881
171,3,10.105034803943232,2008,534111
74,2,26.763706496951755,1978,60380
156,2,18.485343417904385,2002,408874
150,2,24.974513432503137,2011,333896
50,1,29.536381733103465,1994,-24744
59,2,9.363757696743626,1999,158168
55,1,28.872929076820196,1973,-73408
171,4,12.29497495217019,2017,534918
25,3,12.179845237370747,1992,3425
85,1,10.871226023380665,1973,211958
94,4,16.70082061307997,1993,264837
23,1,5.470206252176125,2020,55113
98,1,17.057633075382324,2014,247510
153,3,16.709439559890114,1963,419281
137,5,23.09515256554123,1983,364268
132,5,25.175848896189983,2018,328784
113,1,13.772799159060297,1988,260562
198,2,9.767664231193319,1978,610074
81,4,8.52071202219574,1965,241042
98,2,6.644091264441286,2016,320804
155,2,2.6717798837717215,1992,517198
45,1,10.930991386206687,2008,118045
198,1,8.837183071792715,1999,612009
192,1,29.026104190125814,1978,404579
63,1,17.173555961251274,2012,66179
152,5,11.07103413188472,1960,460127
89,1,17.833560428817183,1964,173215
173,5,5.03670433902517,1986,606908
137,5,13.877268726863884,1975,379817
87,1,19.160795321210852,1965,106481
38,3,15.17803712198109,1999,68585
39,4,12.651585218975404,1972,68446
132,2,29.821603278091246,2007,218111
159,5,26.529128102318882,2021,415519
66,4,19.078772786623762,1994,159614
20,3,17.511943474286202,1978,-37109
109,2,18.999153914912938,1971,231411
161,2,6.838051126850564,1975,496510
83,5,12.458994554665239,2018,266643
57,1,2.1443264538360802,2002,202057
56,3,14.790835087117973,1969,125503
145,5,16.74771293477223,1984,403539
158,3,7.604742346993078,1979,468756
119,1,28.956836567799897,1990,212945
96,1,27.374183717180017,1963,126494
22,5,21.94215382822127,2003,-30709
180,1,16.468212234195516,1982,472966
153,4,26.229105629782865,1961,360481
197,2,4.788917970880425,2015,664569
29,5,23.924784033971665,1981,-3858
24,3,4.619803605038601,2010,106437
170,4,24.032109213932756,2016,474289
157,5,8.997259479289351,1996,527839
191,1,26.43562684952748,1967,407915
149,1,28.37722072093654,1966,285203
32,1,5.315083112748353,1973,83300
187,1,14.417592546896412,2015,532555
149,3,29.448633966717868,2014,317273
103,4,15.018815643221252,1962,280384
84,2,26.04287815292181,2009,95387
82,3,18.073214141808275,1975,141292
120,3,11.884567329668453,2014,389606
92,2,9.287723110250235,1978,264089
36,2,6.893469641496531,2010,130469
28,1,23.092147549953218,1977,-106832
162,3,12.209674697867808,2011,512556
171,5,15.826988403821783,1975,492654
57,2,15.277438920034276,1967,77556
182,2,17.741091847760806,2019,498703
113,4,26.101737223112014,1992,209226
114,5,29.44144096391945,2008,228233
68,5,12.81994204864069,1971,192813
88,2,24.99804874108279,2021,163323
81,1,23.17130604498681,2012,145096
197,4,17.632339592211626,1970,583971
97,5,28.72536716474606,1964,112306
136,2,6.8137609503236805,1986,404986
139,5,4.168662098979021,1971,446452
156,4,25.764897041707243,1976,337209
181,4,13.7353446823787,1965,518826
95,3,25.562096772004754,1992,168714
